query_image,question,options,answer,template_image,mask
MVTec-LOCO/juice_bottle/test/logical_anomalies/124.png,There is a defect in the object. What is the appearance of the defect?,"A: Unclear label text
B: Incorrect color of liquid
C: Mismatched fruit image
D: Damaged label",C,MVTec-LOCO/juice_bottle/train/good/177.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/124
MVTec-LOCO/juice_bottle/test/logical_anomalies/124.png,There is a defect in the object. What is the effect of the defect?,"A: Reduced product quality
B: Misleading product information
C: Difficult to identify contents
D: Unsafe for consumption",B,MVTec-LOCO/juice_bottle/train/good/177.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/124
MVTec-LOCO/juice_bottle/test/logical_anomalies/125.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/057.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/125
MVTec-LOCO/juice_bottle/test/logical_anomalies/125.png,There is a defect in the object. What is the type of the defect?,"A: Contamination
B: Packaging defect
C: Manufacturing issue
D: Labeling error",D,MVTec-LOCO/juice_bottle/train/good/057.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/125
MVTec-LOCO/juice_bottle/test/logical_anomalies/125.png,There is a defect in the object. Where is the defect?,"A: On the top label in the center region
B: On the glass bottle
C: On the screw-top cap
D: On the bottom label",A,MVTec-LOCO/juice_bottle/train/good/057.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/125
MVTec-LOCO/juice_bottle/test/logical_anomalies/125.png,There is a defect in the object. What is the appearance of the defect?,"A: Foreign object in the bottle
B: Damaged packaging
C: Discoloration of the liquid
D: Incorrect illustration on the label",D,MVTec-LOCO/juice_bottle/train/good/057.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/125
MVTec-LOCO/juice_bottle/test/logical_anomalies/125.png,There is a defect in the object. What is the likely effect of the defect?,"A: Potential consumer confusion about the product
B: Reduced shelf life of the product
C: Safety issue with the contents
D: Difficulty in opening the bottle",A,MVTec-LOCO/juice_bottle/train/good/057.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/125
MVTec-LOCO/juice_bottle/test/logical_anomalies/126.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/juice_bottle/train/good/039.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/126
MVTec-LOCO/juice_bottle/test/logical_anomalies/126.png,There is a defect in the object. What is the type of the defect?,"A: Packaging issue
B: Manufacturing error
C: Physical defect
D: Logical anomaly",D,MVTec-LOCO/juice_bottle/train/good/039.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/126
MVTec-LOCO/juice_bottle/test/logical_anomalies/126.png,There is a defect in the object. Where is the defect?,"A: On the label
B: On the bottle
C: In the liquid
D: In the background",A,MVTec-LOCO/juice_bottle/train/good/039.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/126
MVTec-LOCO/juice_bottle/test/logical_anomalies/126.png,There is a defect in the object. What is the appearance of the defect?,"A: Damaged bottle
B: Incorrect icon
C: Discolored liquid
D: Misaligned label",B,MVTec-LOCO/juice_bottle/train/good/039.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/126
MVTec-LOCO/juice_bottle/test/logical_anomalies/126.png,There is a defect in the object. What is the effect of the defect?,"A: Misleads the consumer
B: Causes leakage
C: Affects the taste of the juice
D: Reduces the shelf life",A,MVTec-LOCO/juice_bottle/train/good/039.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/126
MVTec-LOCO/juice_bottle/test/logical_anomalies/127.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/127
MVTec-LOCO/juice_bottle/test/logical_anomalies/127.png,There is a defect in the object. What is the type of the defect?,"A: Crack in the bottle
B: Discoloration
C: Leakage
D: Mislabeling",D,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/127
MVTec-LOCO/juice_bottle/test/logical_anomalies/127.png,There is a defect in the object. Where is the defect?,"A: In the center region
B: At the bottom
C: On the cap
D: On the bottle",A,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/127
MVTec-LOCO/juice_bottle/test/logical_anomalies/127.png,There is a defect in the object. What is the appearance of the defect?,"A: The label is peeling off
B: The liquid is cloudy
C: The bottle is scratched
D: The label icon does not match the liquid color",D,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/127
MVTec-LOCO/juice_bottle/test/logical_anomalies/127.png,There is a defect in the object. What is the effect of the defect?,"A: It can mislead consumers about the juice contents
B: It can affect the taste of the juice
C: It can reduce the shelf life of the product
D: It can make the bottle unsafe to use",A,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/127
MVTec-LOCO/juice_bottle/test/logical_anomalies/128.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/juice_bottle/train/good/279.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/128
MVTec-LOCO/juice_bottle/test/logical_anomalies/128.png,There is a defect in the object. What is the type of the defect?,"A: Incorrect label design
B: Leakage
C: Expired product
D: Damaged bottle",A,MVTec-LOCO/juice_bottle/train/good/279.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/128
MVTec-LOCO/juice_bottle/test/logical_anomalies/128.png,There is a defect in the object. Where is the defect?,"A: On the label
B: On the bottle body
C: Inside the bottle
D: On the bottle cap",A,MVTec-LOCO/juice_bottle/train/good/279.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/128
MVTec-LOCO/juice_bottle/test/logical_anomalies/128.png,There is a defect in the object. What is the appearance of the defect?,"A: Inconsistent label graphics
B: Misaligned label
C: Faded label
D: Torn label",A,MVTec-LOCO/juice_bottle/train/good/279.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/128
MVTec-LOCO/juice_bottle/test/logical_anomalies/128.png,There is a defect in the object. What is the effect of the defect?,"A: Affects the taste of the juice
B: Misleads the customer about the juice flavor
C: Reduces the shelf life of the product
D: Causes the bottle to break",B,MVTec-LOCO/juice_bottle/train/good/279.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/128
MVTec-LOCO/juice_bottle/test/logical_anomalies/129.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/080.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/129
MVTec-LOCO/juice_bottle/test/logical_anomalies/129.png,There is a defect in the object. What is the type of the defect?,"A: Logical defect
B: Packaging defect
C: Physical defect
D: Labeling defect",D,MVTec-LOCO/juice_bottle/train/good/080.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/129
MVTec-LOCO/juice_bottle/test/logical_anomalies/129.png,There is a defect in the object. Where is the defect?,"A: On the label
B: In the packaging
C: On the bottle
D: In the liquid",A,MVTec-LOCO/juice_bottle/train/good/080.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/129
MVTec-LOCO/juice_bottle/test/logical_anomalies/129.png,There is a defect in the object. What is the appearance of the defect?,"A: Visible separation or sediment in the liquid
B: Mismatch between liquid color and fruit illustration
C: Incorrect label information
D: Damaged or cracked bottle",B,MVTec-LOCO/juice_bottle/train/good/080.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/129
MVTec-LOCO/juice_bottle/test/logical_anomalies/129.png,There is a defect in the object. What is the effect of the defect?,"A: Reduces the shelf life of the product
B: Confuses the consumer about the actual flavor of the product
C: Makes the product difficult to open or pour
D: Causes the liquid to spoil or become unsafe to consume",B,MVTec-LOCO/juice_bottle/train/good/080.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/129
MVTec-LOCO/juice_bottle/test/logical_anomalies/130.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/145.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/130
MVTec-LOCO/juice_bottle/test/logical_anomalies/130.png,There is a defect in the object. What is the type of the defect?,"A: Damaged bottle
B: Missing label
C: Contaminated liquid
D: Incorrect labeling",D,MVTec-LOCO/juice_bottle/train/good/145.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/130
MVTec-LOCO/juice_bottle/test/logical_anomalies/130.png,There is a defect in the object. Where is the defect?,"A: On the label
B: In the liquid
C: On the bottle
D: On the background",A,MVTec-LOCO/juice_bottle/train/good/145.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/130
MVTec-LOCO/juice_bottle/test/logical_anomalies/130.png,There is a defect in the object. What is the appearance of the defect?,"A: Cracked glass
B: Discolored liquid
C: Blurred label
D: Mismatched fruit icon",D,MVTec-LOCO/juice_bottle/train/good/145.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/130
MVTec-LOCO/juice_bottle/test/logical_anomalies/130.png,There is a defect in the object. What is the potential effect of the defect?,"A: Expiration of the product
B: Breakage of the bottle
C: Mislabeling of the contents
D: Leakage of the liquid",C,MVTec-LOCO/juice_bottle/train/good/145.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/130
MVTec-LOCO/juice_bottle/test/logical_anomalies/131.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/310.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/131
MVTec-LOCO/juice_bottle/test/logical_anomalies/131.png,There is a defect in the object. What is the type of the defect?,"A: Physical defect
B: Labeling defect
C: Logical defect
D: Packaging defect",C,MVTec-LOCO/juice_bottle/train/good/310.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/131
MVTec-LOCO/juice_bottle/test/logical_anomalies/131.png,There is a defect in the object. Where is the defect?,"A: On the cap
B: On the bottle
C: On the label
D: In the liquid",C,MVTec-LOCO/juice_bottle/train/good/310.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/131
MVTec-LOCO/juice_bottle/test/logical_anomalies/131.png,There is a defect in the object. What is the appearance of the defect?,"A: Mismatch between label and contents
B: Crack
C: Discoloration
D: Misalignment",A,MVTec-LOCO/juice_bottle/train/good/310.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/131
MVTec-LOCO/juice_bottle/test/logical_anomalies/131.png,There is a defect in the object. What is the effect of the defect?,"A: Contamination
B: Leakage
C: Misrepresentation of the product
D: Reduced shelf life",C,MVTec-LOCO/juice_bottle/train/good/310.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/131
MVTec-LOCO/juice_bottle/test/logical_anomalies/132.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/juice_bottle/train/good/163.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/132
MVTec-LOCO/juice_bottle/test/logical_anomalies/132.png,There is a defect in the object. What is the type of the defect?,"A: Logical anomaly
B: Physical defect
C: Liquid contamination
D: Packaging error",A,MVTec-LOCO/juice_bottle/train/good/163.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/132
MVTec-LOCO/juice_bottle/test/logical_anomalies/132.png,There is a defect in the object. Where is the defect?,"A: In the liquid
B: On the label
C: On the bottle
D: On the background",B,MVTec-LOCO/juice_bottle/train/good/163.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/132
MVTec-LOCO/juice_bottle/test/logical_anomalies/132.png,There is a defect in the object. What is the appearance of the defect?,"A: Damaged label
B: Discolored liquid
C: Cracked bottle
D: Incorrect pictogram",D,MVTec-LOCO/juice_bottle/train/good/163.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/132
MVTec-LOCO/juice_bottle/test/logical_anomalies/132.png,There is a defect in the object. What is the effect of the defect?,"A: Misleading product information
B: Decreased product value
C: Reduced shelf life
D: Unsafe for consumption",A,MVTec-LOCO/juice_bottle/train/good/163.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/132
MVTec-LOCO/juice_bottle/test/logical_anomalies/133.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/033.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/133
MVTec-LOCO/juice_bottle/test/logical_anomalies/133.png,There is a defect in the object. Where is the defect?,"A: On the cap
B: On the bottle
C: On the label
D: Inside the bottle",C,MVTec-LOCO/juice_bottle/train/good/033.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/133
MVTec-LOCO/juice_bottle/test/logical_anomalies/133.png,There is a defect in the object. What is the appearance of the defect?,"A: Banana graphic
B: Discoloration
C: Misalignment
D: Smudging",A,MVTec-LOCO/juice_bottle/train/good/033.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/133
MVTec-LOCO/juice_bottle/test/logical_anomalies/133.png,There is a defect in the object. What is the effect of the defect?,"A: Causes leakage
B: Reduces shelf life
C: Misleads the consumer
D: Affects the taste",C,MVTec-LOCO/juice_bottle/train/good/033.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/133
MVTec-LOCO/juice_bottle/test/logical_anomalies/134.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/juice_bottle/train/good/213.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/134
MVTec-LOCO/juice_bottle/test/logical_anomalies/134.png,There is a defect in the object. What is the type of the defect?,"A: Broken bottle
B: Mismatch between label illustration and expected content
C: Discoloration of liquid
D: Incorrect labeling",B,MVTec-LOCO/juice_bottle/train/good/213.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/134
MVTec-LOCO/juice_bottle/test/logical_anomalies/134.png,There is a defect in the object. Where is the defect?,"A: On the label
B: On the bottom of the bottle
C: Throughout the entire bottle
D: On the cap",A,MVTec-LOCO/juice_bottle/train/good/213.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/134
MVTec-LOCO/juice_bottle/test/logical_anomalies/134.png,There is a defect in the object. What is the appearance of the defect?,"A: The fruit illustration on the label is different from the expected one
B: The liquid inside is cloudy
C: The bottle is cracked
D: The label is peeling off",A,MVTec-LOCO/juice_bottle/train/good/213.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/134
MVTec-LOCO/juice_bottle/test/logical_anomalies/134.png,There is a defect in the object. What is the effect of the defect?,"A: The bottle may be unsafe to consume
B: The bottle may be more expensive
C: The bottle may be difficult to open
D: The bottle may be less appealing to customers",D,MVTec-LOCO/juice_bottle/train/good/213.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/134
MVTec-LOCO/juice_bottle/test/logical_anomalies/135.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/174.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/135
MVTec-LOCO/juice_bottle/test/logical_anomalies/135.png,There is a defect in the object. Where is the defect?,"A: On the cap
B: On the bottle
C: On the label
D: Inside the bottle",C,MVTec-LOCO/juice_bottle/train/good/174.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/135
MVTec-LOCO/juice_bottle/test/logical_anomalies/135.png,There is a defect in the object. What is the appearance of the defect?,"A: Discoloration
B: Incorrect fruit icon
C: Misaligned label
D: Crack",B,MVTec-LOCO/juice_bottle/train/good/174.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/135
MVTec-LOCO/juice_bottle/test/logical_anomalies/135.png,There is a defect in the object. What is the effect of the defect?,"A: Leakage
B: Incorrect product representation
C: Difficult to open
D: Reduced shelf life",B,MVTec-LOCO/juice_bottle/train/good/174.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/135
MVTec-LOCO/juice_bottle/test/logical_anomalies/136.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/juice_bottle/train/good/231.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/136
MVTec-LOCO/juice_bottle/test/logical_anomalies/136.png,There is a defect in the object. What is the type of the defect?,"A: Broken seal
B: Discoloration
C: Mislabeling
D: Leakage",C,MVTec-LOCO/juice_bottle/train/good/231.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/136
MVTec-LOCO/juice_bottle/test/logical_anomalies/136.png,There is a defect in the object. Where is the defect?,"A: On the bottle
B: On the label
C: On the cap
D: Inside the bottle",B,MVTec-LOCO/juice_bottle/train/good/231.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/136
MVTec-LOCO/juice_bottle/test/logical_anomalies/136.png,There is a defect in the object. What is the appearance of the defect?,"A: The label shows a cherry graphic and the liquid is brown
B: The label shows a banana graphic and the liquid is yellow
C: The label shows a cherry graphic and the liquid is red
D: The label shows a banana graphic but the liquid is brown",D,MVTec-LOCO/juice_bottle/train/good/231.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/136
MVTec-LOCO/juice_bottle/test/logical_anomalies/136.png,There is a defect in the object. What is the effect of the mislabeling defect?,"A: The juice may be difficult to pour
B: The juice may be unsafe to consume
C: The juice may be more expensive than expected
D: The juice may taste different than expected",D,MVTec-LOCO/juice_bottle/train/good/231.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/136
MVTec-LOCO/juice_bottle/test/logical_anomalies/137.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/137
MVTec-LOCO/juice_bottle/test/logical_anomalies/137.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration of the liquid
B: Broken cap
C: Scratches on the bottle
D: Incorrect label",D,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/137
MVTec-LOCO/juice_bottle/test/logical_anomalies/137.png,There is a defect in the object. Where is the defect?,"A: On the label
B: On the side of the bottle
C: On the bottom of the bottle
D: On the cap",A,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/137
MVTec-LOCO/juice_bottle/test/logical_anomalies/137.png,There is a defect in the object. What is the appearance of the defect?,"A: The bottle is cracked.
B: The label has an image of cherries instead of bananas.
C: The label is torn and peeling off.
D: The liquid inside the bottle is cloudy.",B,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/137
MVTec-LOCO/juice_bottle/test/logical_anomalies/137.png,There is a defect in the object. What is the potential effect of the defect?,"A: The bottle may leak.
B: The bottle may be difficult to open.
C: The contents may be spoiled.
D: The product may be mislabeled.",D,MVTec-LOCO/juice_bottle/train/good/082.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/137
MVTec-LOCO/juice_bottle/test/logical_anomalies/138.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/045.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/138
MVTec-LOCO/juice_bottle/test/logical_anomalies/138.png,There is a defect in the object. What is the type of the defect?,"A: Incorrect labeling
B: Contaminated juice
C: Damaged bottle
D: Expired product",A,MVTec-LOCO/juice_bottle/train/good/045.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/138
MVTec-LOCO/juice_bottle/test/logical_anomalies/138.png,There is a defect in the object. Where is the defect?,"A: On the cap
B: On the bottle
C: On the label
D: In the juice",C,MVTec-LOCO/juice_bottle/train/good/045.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/138
MVTec-LOCO/juice_bottle/test/logical_anomalies/138.png,There is a defect in the object. What is the appearance of the defect?,"A: Cracked label
B: Faded label
C: Mismatched fruit image and juice color
D: Discolored juice",C,MVTec-LOCO/juice_bottle/train/good/045.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/138
MVTec-LOCO/juice_bottle/test/logical_anomalies/138.png,There is a defect in the object. What is the potential effect of the defect?,"A: Misleading consumers about the product contents
B: Affecting the taste of the juice
C: Causing health issues
D: Reducing shelf life",A,MVTec-LOCO/juice_bottle/train/good/045.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/138
MVTec-LOCO/juice_bottle/test/logical_anomalies/139.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/285.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/139
MVTec-LOCO/juice_bottle/test/logical_anomalies/139.png,There is a defect in the object. What is the type of the defect?,"A: Expired product
B: Incorrect fruit illustration on the label
C: Damaged bottle
D: Incorrect label information",B,MVTec-LOCO/juice_bottle/train/good/285.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/139
MVTec-LOCO/juice_bottle/test/logical_anomalies/139.png,There is a defect in the object. Where is the defect?,"A: On the cap of the bottle
B: In the center region of the bottle's label
C: On the side of the bottle
D: On the bottom of the bottle",B,MVTec-LOCO/juice_bottle/train/good/285.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/139
MVTec-LOCO/juice_bottle/test/logical_anomalies/139.png,There is a defect in the object. What is the appearance of the defect?,"A: The label is peeling off
B: The bottle is cracked
C: The liquid inside the bottle is discolored
D: The fruit illustration is different from the expected product",D,MVTec-LOCO/juice_bottle/train/good/285.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/139
MVTec-LOCO/juice_bottle/test/logical_anomalies/139.png,There is a defect in the object. What is the potential effect of the defect?,"A: It could cause the product to spoil faster
B: It could lead to customer confusion or misinformation
C: It could make the bottle difficult to open
D: It could reduce the shelf life of the product",B,MVTec-LOCO/juice_bottle/train/good/285.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/139
MVTec-LOCO/juice_bottle/test/logical_anomalies/140.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/267.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/140
MVTec-LOCO/juice_bottle/test/logical_anomalies/140.png,There is a defect in the object. What is the type of the defect?,"A: Logical anomaly
B: Physical defect
C: Labeling mistake
D: Packaging error",A,MVTec-LOCO/juice_bottle/train/good/267.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/140
MVTec-LOCO/juice_bottle/test/logical_anomalies/140.png,There is a defect in the object. Where is the defect?,"A: On the side of the bottle
B: In the center region of the bottle
C: On the bottom of the bottle
D: On the bottle cap",B,MVTec-LOCO/juice_bottle/train/good/267.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/140
MVTec-LOCO/juice_bottle/test/logical_anomalies/140.png,There is a defect in the object. What is the appearance of the defect?,"A: Visible crack or damage
B: Subtle contradiction between label and content
C: Discoloration or stain
D: Misaligned or crooked label",B,MVTec-LOCO/juice_bottle/train/good/267.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/140
MVTec-LOCO/juice_bottle/test/logical_anomalies/140.png,There is a defect in the object. What is the effect of the defect?,"A: Reduced shelf life of the product
B: Contradiction between expected and actual product
C: Leakage of the bottle contents
D: Potential health hazard for consumers",B,MVTec-LOCO/juice_bottle/train/good/267.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/140
MVTec-LOCO/juice_bottle/test/logical_anomalies/141.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/juice_bottle/train/good/249.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/141
MVTec-LOCO/juice_bottle/test/logical_anomalies/141.png,There is a defect in the object. What is the type of the defect?,"A: Packaging issue
B: Labeling error
C: Logical anomaly
D: Physical defect",C,MVTec-LOCO/juice_bottle/train/good/249.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/141
MVTec-LOCO/juice_bottle/test/logical_anomalies/141.png,There is a defect in the object. Where is the defect?,"A: On the cap
B: On the label
C: In the juice
D: On the bottle",B,MVTec-LOCO/juice_bottle/train/good/249.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/141
MVTec-LOCO/juice_bottle/test/logical_anomalies/141.png,There is a defect in the object. What is the appearance of the defect?,"A: Incorrect juice color
B: Broken seal
C: Mismatched fruit illustration
D: Blurry label",C,MVTec-LOCO/juice_bottle/train/good/249.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/141
MVTec-LOCO/juice_bottle/test/logical_anomalies/141.png,There is a defect in the object. What is the effect of the defect?,"A: Confusion for consumers
B: Reduced shelf life
C: Inability to identify the juice flavor
D: Leakage of the juice",A,MVTec-LOCO/juice_bottle/train/good/249.png,MVTec-LOCO/juice_bottle/test/ground_truth/logical_anomalies/141
MVTec-LOCO/juice_bottle/test/structural_anomalies/000.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/035.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/000
MVTec-LOCO/juice_bottle/test/structural_anomalies/000.png,There is a defect in the object. What is the type of the defect?,"A: Crack
B: Contamination
C: Discoloration
D: Scratches",B,MVTec-LOCO/juice_bottle/train/good/035.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/000
MVTec-LOCO/juice_bottle/test/structural_anomalies/000.png,There is a defect in the object. Where is the defect?,"A: On the bottom
B: On the top right region
C: On the label
D: On the cap",B,MVTec-LOCO/juice_bottle/train/good/035.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/000
MVTec-LOCO/juice_bottle/test/structural_anomalies/000.png,There is a defect in the object. What is the appearance of the defect?,"A: Smooth texture
B: Transparent
C: Irregular shape
D: Uniform color",C,MVTec-LOCO/juice_bottle/train/good/035.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/000
MVTec-LOCO/juice_bottle/test/structural_anomalies/000.png,There is a defect in the object. What is the effect of the defect?,"A: Alters the uniform appearance of the liquid
B: Improves the taste of the juice
C: Reduces the shelf life of the product
D: Increases the price of the product",A,MVTec-LOCO/juice_bottle/train/good/035.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/000
MVTec-LOCO/juice_bottle/test/structural_anomalies/001.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/juice_bottle/train/good/223.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/001
MVTec-LOCO/juice_bottle/test/structural_anomalies/001.png,There is a defect in the object. What is the type of the defect?,"A: Mismatch in colors
B: Structural anomaly
C: Contamination
D: Color variation",D,MVTec-LOCO/juice_bottle/train/good/223.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/001
MVTec-LOCO/juice_bottle/test/structural_anomalies/001.png,There is a defect in the object. Where is the defect?,"A: On the cap
B: On the bottle
C: On the label
D: On the background",A,MVTec-LOCO/juice_bottle/train/good/223.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/001
MVTec-LOCO/juice_bottle/test/structural_anomalies/001.png,There is a defect in the object. What is the appearance of the defect?,"A: Red color on the cap
B: Stain on the cap
C: Dent on the cap
D: Crack on the cap",A,MVTec-LOCO/juice_bottle/train/good/223.png,MVTec-LOCO/juice_bottle/test/ground_truth/structural_anomalies/001
